"","treatment","GP1","GP2","Akt_inh1","PKC_inh","PIP2_inh","MEK_inh","Akt_inh2","PKC_act","PKA_act","praf","pmek","plcg","PIP2","PIP3","p44.42","pakts473","PKA","PKC","P38","pjnk"
"204","cd3cd28",1,0,0,0,0,0,0,0,0,42.2,20.2,8.2,26.9,23.9,19.1,40.3,422,22.9,32.5,24.4
"205","cd3cd28",1,0,0,0,0,0,0,0,0,61,19.1,10.2,68.5,28.6,10.9,6.55,267,20.5,43.7,21.9
"206","cd3cd28",1,0,0,0,0,0,0,0,0,17.5,10.9,6.1,155,21.3,17.2,26.4,389,17.3,47,23.7
"207","cd3cd28",1,0,0,0,0,0,0,0,0,36.5,22.3,33.4,63.8,126,9.73,19.8,552,20.9,34.6,15.4
"208","cd3cd28",1,0,0,0,0,0,0,0,0,14.6,14.9,21.7,167,31.3,19.1,32.8,286,5.19,15.5,108
"209","cd3cd28",1,0,0,0,0,0,0,0,0,17.3,24.4,25.7,26.9,8.58,21.5,36.2,284,17,35.2,14.9
"210","cd3cd28",1,0,0,0,0,0,0,0,0,63.2,10.9,65.5,127,29.7,26.9,53.8,337,25.9,38.9,20.5
"211","cd3cd28",1,0,0,0,0,0,0,0,0,35.2,16,12.5,157,48.3,15.5,117,1499,28.9,46.1,10.7
"212","cd3cd28",1,0,0,0,0,0,0,0,0,57.3,27.6,14.5,173,37.2,5.57,12.4,604,15.8,37.2,18.8
"213","cd3cd28",1,0,0,0,0,0,0,0,0,24.4,15.5,15,114,15.8,16.7,30,1000,13.6,20.5,17.3
"214","cd3cd28",1,0,0,0,0,0,0,0,0,69.8,40.7,14.6,135,27.9,29.2,42.9,385,14.3,24.1,9.06
"215","cd3cd28",1,0,0,0,0,0,0,0,0,74.3,35.9,44.9,53.8,75,10.6,33.1,1382,10.6,28.9,4.26
"216","cd3cd28",1,0,0,0,0,0,0,0,0,101,35.5,16.5,88.2,16.8,49.6,72.3,730,17.2,32.5,17.9
"217","cd3cd28",1,0,0,0,0,0,0,0,0,41.4,17.2,22.1,21.1,12.7,23.9,34.3,379,1,13.2,8.66
"218","cd3cd28",1,0,0,0,0,0,0,0,0,82,66.1,11.4,17.2,32.8,5.28,12.3,158,25.7,63.2,31.9
"219","cd3cd28",1,0,0,0,0,0,0,0,0,86.6,38.2,18.8,10.3,2.48,19.5,31.3,382,18.8,30.5,3.49
"220","cd3cd28",1,0,0,0,0,0,0,0,0,14.1,7.23,20.7,155,13.5,17.3,86.6,195,20.5,38.2,15.8
"221","cd3cd28",1,0,0,0,0,0,0,0,0,89.8,52.3,2.81,14.5,49.1,38.2,83.5,750,25.5,41,15
"222","cd3cd28",1,0,0,0,0,0,0,0,0,97.3,41.4,27.6,178,48.3,11.3,27.1,528,3.82,14.6,68.5
"223","cd3cd28",1,0,0,0,0,0,0,0,0,26.9,13.7,11,34.9,35.5,17.5,39.2,505,13.9,30.2,10.2
"224","cd3cd28",1,0,0,0,0,0,0,0,0,89,21.3,13.7,20.7,15.5,3.31,13.7,407,1.78,1.53,55.2
"225","cd3cd28",1,0,0,0,0,0,0,0,0,66.1,23.9,17.6,12.6,20,21.7,35.9,269,24.4,36.5,11.3
"226","cd3cd28",1,0,0,0,0,0,0,0,0,129,53.3,25.3,382,87.4,7.64,8.13,305,6.49,40.3,87.4
"227","cd3cd28",1,0,0,0,0,0,0,0,0,39.2,19.3,37.5,85.8,46.1,7.23,12.1,599,21.9,47,17.8
"228","cd3cd28",1,0,0,0,0,0,0,0,0,25,18.6,4.03,12,36.2,29.7,41,346,5.78,11.9,26.4
"229","cd3cd28",1,0,0,0,0,0,0,0,0,45.7,19.3,7.17,98.2,29.7,5.33,22.9,365,23.3,40,21.1
"230","cd3cd28",1,0,0,0,0,0,0,0,0,62.1,20.5,25,57.3,12.1,14.9,21.5,422,1,89,1.57
"231","cd3cd28",1,0,0,0,0,0,0,0,0,71,32.5,20.2,83.5,131,4.83,20.5,25.3,23.9,37.5,17.8
"232","cd3cd28",1,0,0,0,0,0,0,0,0,50,31.6,6.67,11.3,14.9,14.7,113,181,17.5,28.6,9.22
"233","cd3cd28",1,0,0,0,0,0,0,0,0,102,31.6,4.41,12.9,21.7,8.58,18.3,523,10.1,33.4,104
"234","cd3cd28",1,0,0,0,0,0,0,0,0,63.2,24.6,11.2,16.5,3.11,6.44,17.5,542,3.49,9.82,4.53
"235","cd3cd28",1,0,0,0,0,0,0,0,0,233,66.1,14.5,87.4,20.4,13.3,18.4,359,1,18.9,58.8
"236","cd3cd28",1,0,0,0,0,0,0,0,0,38.9,24.1,18.9,36.8,17.5,42.6,80.6,1075,11.8,35.9,11.3
"237","cd3cd28",1,0,0,0,0,0,0,0,0,98.2,44.1,6.04,23.1,16.1,12,22.7,547,22.9,50.5,15.4
"238","cd3cd28",1,0,0,0,0,0,0,0,0,38.9,24.6,8.66,6.49,26.2,22.7,26.7,219,10.7,39.6,71.7
"239","cd3cd28",1,0,0,0,0,0,0,0,0,87.4,29.4,22.5,22.7,13.9,26.2,47.8,311,10.8,13.8,9.65
"240","cd3cd28",1,0,0,0,0,0,0,0,0,75.7,21.5,1,71.7,2.27,6.26,15.5,418,14.7,28.9,12.7
"241","cd3cd28",1,0,0,0,0,0,0,0,0,79.9,18.9,15.7,80.6,23.7,7.77,15.1,396,20,32.8,18.6
"242","cd3cd28",1,0,0,0,0,0,0,0,0,52.8,19.5,19.3,54.7,47.4,43.7,57.3,661,11.2,38.9,98.2
"243","cd3cd28",1,0,0,0,0,0,0,0,0,63.8,17,33.7,35.2,12.9,70.4,109,1358,9.73,25.9,91.4
"244","cd3cd28",1,0,0,0,0,0,0,0,0,107,44.9,7.99,17.6,45.7,7.84,21.1,500,4.53,12.4,69.8
"245","cd3cd28",1,0,0,0,0,0,0,0,0,59.4,18.4,17,76.4,16.3,31.1,59.4,667,18.4,51.9,18.4
"246","cd3cd28",1,0,0,0,0,0,0,0,0,106,74.3,48.7,61.5,24.8,16,36.2,542,7.7,27.9,167
"247","cd3cd28",1,0,0,0,0,0,0,0,0,71,40.7,11.7,16.8,14.5,7.99,16.7,655,24.8,43.3,14.3
"248","cd3cd28",1,0,0,0,0,0,0,0,0,21.5,13.1,23.7,24.4,17,4.29,11.1,392,12.3,27.9,29.2
"249","cd3cd28",1,0,0,0,0,0,0,0,0,149,51.4,33.7,120,31.6,29.4,54.2,1762,19.1,26.7,8.9
"250","cd3cd28",1,0,0,0,0,0,0,0,0,25.9,12.3,17.8,112,18.1,17.9,36.5,346,5,21.1,57.3
"251","cd3cd28",1,0,0,0,0,0,0,0,0,64.4,48.3,12.3,30,35.2,13.3,34.9,349,13.7,31.1,16.1
"252","cd3cd28",1,0,0,0,0,0,0,0,0,36.2,11.3,15.5,16.4,37.9,15.3,22.9,414,4.14,10.4,68.5
"253","cd3cd28",1,0,0,0,0,0,0,0,0,51.9,26.7,12.9,44.5,4.49,30.2,50,302,17.9,22.3,10.3
"254","cd3cd28",1,0,0,0,0,0,0,0,0,21.7,7.57,9.65,308,38.2,11.8,29.4,355,8.13,17.2,89.8
"255","cd3cd28",1,0,0,0,0,0,0,0,0,93.9,35.9,17.6,14.3,13,23.5,40,300,13.2,24.6,13
"256","cd3cd28",1,0,0,0,0,0,0,0,0,56.7,20.5,13.6,88.2,30,24.4,32.5,414,25.3,41.4,16.4
"257","cd3cd28",1,0,0,0,0,0,0,0,0,66.1,16.1,11,75,14.3,13.2,29.2,466,24.8,49.6,29.2
"258","cd3cd28",1,0,0,0,0,0,0,0,0,27.6,17,11.2,99.1,50,29.7,50.5,1346,25.3,52.8,13.2
"259","cd3cd28",1,0,0,0,0,0,0,0,0,49.1,33.4,21.7,19.8,10.1,25.3,39.2,400,25.7,33.7,20.9
"260","cd3cd28",1,0,0,0,0,0,0,0,0,157,51.9,12.3,21.7,45.3,5.99,45.3,49.1,7.77,10.3,41
"261","cd3cd28",1,0,0,0,0,0,0,0,0,124,33.4,13.5,16.3,17.5,16.1,25,466,9.47,24.1,262
"262","cd3cd28",1,0,0,0,0,0,0,0,0,37.9,16.4,34.6,39.2,6.85,2.53,13.9,239,4.07,58.8,89
"263","cd3cd28",1,0,0,0,0,0,0,0,0,45.3,25.5,22.1,15.1,13.3,12.3,22.9,474,2.05,23.5,106
"264","cd3cd28",1,0,0,0,0,0,0,0,0,163,86.6,33.1,53.8,15.4,40.3,53.3,316,18.9,38.5,13.2
"265","cd3cd28",1,0,0,0,0,0,0,0,0,62.6,33.7,8.58,37.2,44.9,5,4.29,400,24.6,45.3,28.6
"266","cd3cd28",1,0,0,0,0,0,0,0,0,26.4,15.3,43.7,43.7,13.3,6.04,21.9,1037,30.8,61,14.2
"267","cd3cd28",1,0,0,0,0,0,0,0,0,52.3,29.7,13.3,85.1,88.2,11.9,32.2,1446,19.5,43.7,20.7
"268","cd3cd28",1,0,0,0,0,0,0,0,0,81.3,24.8,21.5,25,4.53,181,248,621,15.3,34,22.1
"269","cd3cd28",1,0,0,0,0,0,0,0,0,95.6,38.2,5,281,64.4,26.4,45.3,496,26.2,48.7,10.4
"270","cd3cd28",1,0,0,0,0,0,0,0,0,79.9,29.4,5.05,117,17.3,30,71,828,8.82,22.1,12.6
"271","cd3cd28",1,0,0,0,0,0,0,0,0,17.3,14.6,15.1,121,30.8,10.4,14.7,717,16,26.4,8.35
"272","cd3cd28",1,0,0,0,0,0,0,0,0,51.4,37.9,42.6,73.7,36.2,15.5,35.5,1219,1.98,17.6,77
"273","cd3cd28",1,0,0,0,0,0,0,0,0,38.5,7.3,3.13,17,17.5,29.4,41.8,470,27.4,42.9,16
"274","cd3cd28",1,0,0,0,0,0,0,0,0,52.8,53.3,3.65,13.6,42.6,36.8,62.6,1000,12.4,23.5,23.7
"275","cd3cd28",1,0,0,0,0,0,0,0,0,91.4,40.3,17,38.2,1.49,10.5,27.1,1009,29.7,50,33.4
"276","cd3cd28",1,0,0,0,0,0,0,0,0,37.9,14.2,13.3,32.8,12.1,17.9,42.9,487,2.11,24.8,66.7
"277","cd3cd28",1,0,0,0,0,0,0,0,0,55.2,18.8,7.5,32.5,13.6,55.7,97.3,2618,10.1,30.8,58.3
"278","cd3cd28",1,0,0,0,0,0,0,0,0,44.5,24.8,15.5,178,45.3,21.1,57.3,982,1,58.3,8.43
"279","cd3cd28",1,0,0,0,0,0,0,0,0,70.4,30,20.4,17.3,13.7,19.1,36.8,349,17,53.3,22.3
"280","cd3cd28",1,0,0,0,0,0,0,0,0,47.4,30.5,19.8,21.7,31.6,33.1,87.4,400,3.89,36.8,96.5
"281","cd3cd28",1,0,0,0,0,0,0,0,0,63.8,21.7,22.7,184,36.2,20.5,26.2,359,3.96,19.8,80.6
"282","cd3cd28",1,0,0,0,0,0,0,0,0,23.5,42.9,12.1,29.2,27.4,1.5,8.51,154,20.7,36.2,13.5
"283","cd3cd28",1,0,0,0,0,0,0,0,0,5.23,15.1,22.1,93.9,7.7,133,297,1094,9.39,19.6,4.14
"284","cd3cd28",1,0,0,0,0,0,0,0,0,14.5,15.4,1,117,3.49,16,29.4,457,20.4,48.3,16
"285","cd3cd28",1,0,0,0,0,0,0,0,0,36.8,9.47,12.2,12.6,15.8,20,30,271,12.1,26.2,85.8
"286","cd3cd28",1,0,0,0,0,0,0,0,0,97.3,25.3,17.6,12.9,17.3,6.98,9.22,352,12.6,23.3,20.9
"287","cd3cd28",1,0,0,0,0,0,0,0,0,16.3,12.1,67.3,149,39.6,43.3,64.4,1027,9.56,15.4,67.3
"288","cd3cd28",1,0,0,0,0,0,0,0,0,44.5,31.3,33.1,184,58.8,32.5,43.3,286,1,59.4,3.68
"289","cd3cd28",1,0,0,0,0,0,0,0,0,67.9,53.3,17.5,97.3,37.5,22.1,36.8,331,5.42,15.1,94.7
"290","cd3cd28",1,0,0,0,0,0,0,0,0,59.4,28.1,18.9,81.3,18.1,79.9,165,2129,8.58,17,7.57
"291","cd3cd28",1,0,0,0,0,0,0,0,0,25.9,17.2,21.5,24.1,36.8,15.3,32.2,313,9.91,18.8,9.22
"292","cd3cd28",1,0,0,0,0,0,0,0,0,40,32.8,11.3,98.2,19.5,40,75.7,365,19.3,33.7,14.7
"293","cd3cd28",1,0,0,0,0,0,0,0,0,60.4,24.8,17,337,60.4,12.7,25,496,9.91,20.5,9.56
"294","cd3cd28",1,0,0,0,0,0,0,0,0,50.5,24.6,17,136,30,57.8,91.4,1526,1.54,23.3,59.9
"295","cd3cd28",1,0,0,0,0,0,0,0,0,31.1,18.8,6.15,191,13,10.6,21.9,466,13.7,26.7,15
"296","cd3cd28",1,0,0,0,0,0,0,0,0,11.2,17.9,17.5,15.1,29.2,12.7,19.3,331,18.8,24.8,10.9
"297","cd3cd28",1,0,0,0,0,0,0,0,0,39.2,28.4,23.1,14.2,24.4,92.2,235,1670,8.06,19.3,18.4
"298","cd3cd28",1,0,0,0,0,0,0,0,0,72.3,27.1,18.4,37.2,25.7,7.3,23.3,1075,7.04,21.3,35.5
"299","cd3cd28",1,0,0,0,0,0,0,0,0,62.1,16.1,25,379,78.4,31.3,50,343,14.1,20.2,9.65
"300","cd3cd28",1,0,0,0,0,0,0,0,0,12.7,12.9,30.5,32.8,19.6,3.37,14.1,385,31.9,59.4,28.1
"301","cd3cd28",1,0,0,0,0,0,0,0,0,49.6,17.9,7.5,11.1,3.02,67.3,129,737,17,31.6,7.77
"302","cd3cd28",1,0,0,0,0,0,0,0,0,62.6,22.7,13.1,125,10.3,5.73,22.5,418,17.3,32.5,12.4
"303","cd3cd28",1,0,0,0,0,0,0,0,0,10.8,5.33,23.9,49.1,12.9,11,22.9,483,2.35,21.1,85.8
"304","cd3cd28",1,0,0,0,0,0,0,0,0,74.3,26.4,13.5,36.5,50,4.26,17.2,70.4,3,14.7,92.2
"305","cd3cd28",1,0,0,0,0,0,0,0,0,73,21.7,6.79,213,23.5,16.5,19.1,429,1.67,44.9,3
"306","cd3cd28",1,0,0,0,0,0,0,0,0,10.9,6.38,16.7,145,33.4,8.58,11,305,1.6,13.8,62.6
"307","cd3cd28",1,0,0,0,0,0,0,0,0,55.2,18.9,11,123,11.9,11.5,23.9,422,11.2,25.3,14.2
"308","cd3cd28",1,0,0,0,0,0,0,0,0,56.7,13.9,18.4,13.5,15.5,5.67,30.2,538,17.9,39.6,14.6
"309","cd3cd28",1,0,0,0,0,0,0,0,0,97.3,61.5,11.8,165,34.6,24.6,31.9,433,19.5,35.2,21.5
"310","cd3cd28",1,0,0,0,0,0,0,0,0,45.3,19.5,19.3,47,85.8,3.55,30,1124,17.5,44.5,157
"311","cd3cd28",1,0,0,0,0,0,0,0,0,45.3,16.5,17,89.8,47,19.5,46.1,407,11.1,27.6,122
"312","cd3cd28",1,0,0,0,0,0,0,0,0,248,271,17.8,34,38.9,21.5,38.5,449,2.59,35.5,3.75
"313","cd3cd28",1,0,0,0,0,0,0,0,0,58.3,34,19.8,164,35.9,20.5,33.4,313,14.1,32.2,13.9
"314","cd3cd28",1,0,0,0,0,0,0,0,0,112,46.1,10.8,133,9.22,4.1,10.8,552,26.9,53.8,25.9
"315","cd3cd28",1,0,0,0,0,0,0,0,0,16,15,17.9,153,35.2,12.9,35.5,457,11.2,25.7,1.19
"316","cd3cd28",1,0,0,0,0,0,0,0,0,67.3,31.6,26.7,13.5,17.2,31.1,50.5,294,16.1,35.9,1
"317","cd3cd28",1,0,0,0,0,0,0,0,0,39.2,15.8,16.5,22.9,17.3,11,28.9,311,3.75,7.91,8.35
"318","cd3cd28",1,0,0,0,0,0,0,0,0,68.5,24.4,20.7,63.8,26.2,27.1,33.1,392,2.97,13.6,57.8
"319","cd3cd28",1,0,0,0,0,0,0,0,0,59.9,40,6.44,196,25.9,95.6,143,1700,16.8,47.4,16.7
"320","cd3cd28",1,0,0,0,0,0,0,0,0,88.2,67.3,36.5,58.8,119,12.7,36.2,429,38.2,136,55.7
"321","cd3cd28",1,0,0,0,0,0,0,0,0,13.1,11.2,42.2,154,64.4,21.1,34.9,239,5.38,17.2,73.7
"322","cd3cd28",1,0,0,0,0,0,0,0,0,99.1,50.5,14.6,76.4,30,3.92,12,343,13.6,29.4,12
"323","cd3cd28",1,0,0,0,0,0,0,0,0,53.3,18.6,22.7,55.7,21.1,17.6,17.2,449,29.2,44.1,21.9
"324","cd3cd28",1,0,0,0,0,0,0,0,0,137,50,8.28,29.2,14.5,6.98,17.9,281,4.18,23.5,123
"325","cd3cd28",1,0,0,0,0,0,0,0,0,44.5,19.8,19.8,89.8,47.8,3.92,18.9,661,4.29,21.7,126
"326","cd3cd28",1,0,0,0,0,0,0,0,0,255,85.8,20,73,34.9,7.23,17,322,12.7,21.1,26.2
"327","cd3cd28",1,0,0,0,0,0,0,0,0,55.2,25,31.3,98.2,35.2,3,6.04,27.6,5.57,18.1,7.43
"328","cd3cd28",1,0,0,0,0,0,0,0,0,74.3,34.6,13.9,17.2,10.8,9.31,32.5,1286,36.5,73,33.7
"329","cd3cd28",1,0,0,0,0,0,0,0,0,117,49.1,1,396,33.1,12.2,27.9,547,2.39,22.1,98.2
"330","cd3cd28",1,0,0,0,0,0,0,0,0,44.5,26.4,13.2,69.8,13,15.8,19.3,231,35.5,54.7,27.4
"331","cd3cd28",1,0,0,0,0,0,0,0,0,87.4,54.7,20.5,176,33.7,10.3,22.3,426,27.1,27.4,1.73
"332","cd3cd28",1,0,0,0,0,0,0,0,0,32.2,14.9,13.7,12.9,15.5,9.06,21.5,528,9.91,23.3,95.6
"333","cd3cd28",1,0,0,0,0,0,0,0,0,37.2,14.5,26.9,17.3,13.2,24.1,31.6,300,12.2,34.3,18.4
"334","cd3cd28",1,0,0,0,0,0,0,0,0,50.9,24.4,68.5,137,50.9,22.7,40.3,496,42.6,74.3,200
"335","cd3cd28",1,0,0,0,0,0,0,0,0,29.4,20.4,35.2,33.1,38.9,26.7,47,340,32.8,53.8,19.1
"336","cd3cd28",1,0,0,0,0,0,0,0,0,48.3,7.43,15.5,110,48.7,3.79,17,483,7.04,31.3,92.2
"337","cd3cd28",1,0,0,0,0,0,0,0,0,64.9,34.9,5.94,11.3,26.2,68.5,106,615,15.1,40.3,26.9
"338","cd3cd28",1,0,0,0,0,0,0,0,0,32.8,23.9,23.7,18.8,5.83,33.4,55.2,806,15.3,37.2,21.5
"339","cd3cd28",1,0,0,0,0,0,0,0,0,26.4,17,51.9,47.8,8.2,22.9,37.9,257,50.9,71.7,27.9
"340","cd3cd28",1,0,0,0,0,0,0,0,0,69.8,34,24.1,71.7,17.6,13.2,24.6,264,18.1,41.4,23.5
"341","cd3cd28",1,0,0,0,0,0,0,0,0,45.7,18.3,8.66,18.4,64.4,10.6,14.9,429,16.1,25.9,10.5
"342","cd3cd28",1,0,0,0,0,0,0,0,0,131,37.2,19.1,97.3,30.2,24.1,29.4,313,16,19.1,18.4
"343","cd3cd28",1,0,0,0,0,0,0,0,0,106,38.2,9.14,24.1,32.2,18.3,30.5,685,12.1,28.1,19.6
"344","cd3cd28",1,0,0,0,0,0,0,0,0,68.5,28.1,16.4,145,16.5,10.7,23.7,573,4.18,30.8,59.9
"345","cd3cd28",1,0,0,0,0,0,0,0,0,59.4,26.7,10.1,83.5,1.64,6.79,21.5,346,4.18,23.3,33.7
"346","cd3cd28",1,0,0,0,0,0,0,0,0,47,17,42.2,71,44.5,10.8,57.3,538,26.9,50,15.3
"347","cd3cd28",1,0,0,0,0,0,0,0,0,56.7,35.9,9.14,30.8,15.4,37.9,105,1625,21.7,30.5,19.8
"348","cd3cd28",1,0,0,0,0,0,0,0,0,28.4,12.6,21.1,31.3,45.3,36.2,60.4,835,4.18,15.8,90.6
"349","cd3cd28",1,0,0,0,0,0,0,0,0,35.2,19.1,28.6,66.1,60.4,2.71,21.1,599,3.19,14.3,90.6
"350","cd3cd28",1,0,0,0,0,0,0,0,0,47,24.1,17.8,257,75.7,7.77,29.2,956,10.8,30.5,11.5
"351","cd3cd28",1,0,0,0,0,0,0,0,0,63.2,18.9,20.5,15.4,9.31,21.1,113,1104,23.7,56.2,13.3
"352","cd3cd28",1,0,0,0,0,0,0,0,0,62.6,21.1,6.04,209,24.8,5.05,18.4,583,2.79,12.4,8.28
"353","cd3cd28",1,0,0,0,0,0,0,0,0,14.2,11.7,24.8,38.9,63.2,6.1,14.2,355,10.7,30.2,10.6
"354","cd3cd28",1,0,0,0,0,0,0,0,0,53.8,20.7,16.4,15.3,1.43,12.1,18.4,509,9.65,53.3,217
"355","cd3cd28",1,0,0,0,0,0,0,0,0,68.5,27.6,17.5,82,18.6,6.85,24.1,359,1.1,61.5,14.1
"356","cd3cd28",1,0,0,0,0,0,0,0,0,119,64.4,10.5,53.8,28.6,8.66,33.4,2480,2.97,31.9,78.4
"357","cd3cd28",1,0,0,0,0,0,0,0,0,41.8,11.1,14.9,18.6,66.7,6.79,34,698,13.3,22.3,11.1
"358","cd3cd28",1,0,0,0,0,0,0,0,0,44.9,21.7,15,48.7,42.9,2.59,20.9,414,13.9,27.4,9.91
"359","cd3cd28",1,0,0,0,0,0,0,0,0,72.3,38.9,1,547,11.2,3.68,13.7,343,15.3,40,18.3
"360","cd3cd28",1,0,0,0,0,0,0,0,0,53.3,34.6,2.89,1.11,764,8.66,12.7,219,24.6,63.8,137
"361","cd3cd28",1,0,0,0,0,0,0,0,0,31.9,18.9,87.4,130,31.3,7.57,24.6,523,9.47,23.7,16.3
"362","cd3cd28",1,0,0,0,0,0,0,0,0,117,59.4,10.8,284,23.1,21.1,30.5,305,7.1,21.1,32.5
"363","cd3cd28",1,0,0,0,0,0,0,0,0,45.3,32.8,26.9,137,37.5,3.08,11.5,649,2.33,31.6,57.3
"364","cd3cd28",1,0,0,0,0,0,0,0,0,46.6,30,12.9,16.7,14.2,10.1,16.7,262,32.5,96.5,25.7
"365","cd3cd28",1,0,0,0,0,0,0,0,0,30.5,8.9,163,379,75,13.2,16.5,514,19.5,26.4,17.8
"366","cd3cd28",1,0,0,0,0,0,0,0,0,41.8,12,11.1,28.9,35.9,6.26,22.9,24.4,2.79,15.4,83.5
"367","cd3cd28",1,0,0,0,0,0,0,0,0,102,38.2,37.5,244,73.7,14.9,15.3,466,5.28,30.5,122
"368","cd3cd28",1,0,0,0,0,0,0,0,0,33.1,26.2,23.7,168,43.3,115,209,791,20,18.1,12.4
"369","cd3cd28",1,0,0,0,0,0,0,0,0,44.1,33.4,15.7,21.3,15.5,7.77,19.1,441,2.35,17.5,82.8
"370","cd3cd28",1,0,0,0,0,0,0,0,0,15.3,14.9,18.9,17.8,14.1,21.9,23.7,294,8.28,17.9,10.7
"371","cd3cd28",1,0,0,0,0,0,0,0,0,85.8,31.3,9.65,73.7,10.8,5.94,17.9,441,22.3,46.6,32.8
"372","cd3cd28",1,0,0,0,0,0,0,0,0,32.5,27.1,22.7,22.5,22.5,21.9,33.1,509,21.1,33.7,9.22
"373","cd3cd28",1,0,0,0,0,0,0,0,0,54.7,19.3,36.2,50,28.4,12.1,28.9,294,16.1,27.6,15
"374","cd3cd28",1,0,0,0,0,0,0,0,0,40,23.7,14.3,19.8,13.7,1.73,5.67,16.8,23.5,42.6,11.5
"375","cd3cd28",1,0,0,0,0,0,0,0,0,36.5,16.5,15.5,32.2,9.47,3.34,5.42,257,26.9,47,66.1
"376","cd3cd28",1,0,0,0,0,0,0,0,0,52.8,50,34.3,95.6,71.7,29.4,64.9,453,12.3,22.1,21.3
"377","cd3cd28",1,0,0,0,0,0,0,0,0,81.3,61.5,20.4,25.9,13.7,40.7,50,422,11.2,28.4,14.5
"378","cd3cd28",1,0,0,0,0,0,0,0,0,13.5,30,24.8,255,61.5,29.7,44.5,231,19.3,35.2,15.1
"379","cd3cd28",1,0,0,0,0,0,0,0,0,17.5,29.4,27.4,22.9,24.1,22.5,29.2,422,26.9,44.1,4.26
"380","cd3cd28",1,0,0,0,0,0,0,0,0,38.2,25.9,45.7,39.6,13.1,20.2,42.6,362,3.43,13,52.8
"381","cd3cd28",1,0,0,0,0,0,0,0,0,104,26.2,11.4,11.9,22.1,9.56,15,349,1.36,31.9,1
"382","cd3cd28",1,0,0,0,0,0,0,0,0,37.2,12.1,31.3,21.9,10,12,22.3,372,3.34,10.4,75.7
"383","cd3cd28",1,0,0,0,0,0,0,0,0,52.3,41,25,53.8,19.3,9.91,20,610,1,52.8,8.9
"384","cd3cd28",1,0,0,0,0,0,0,0,0,80.6,25.5,11.8,96.5,9.65,2.76,18.6,13.3,20.2,40,17
"385","cd3cd28",1,0,0,0,0,0,0,0,0,227,42.2,16.3,62.6,11.7,2.39,26.2,562,2.27,28.1,20.5
"386","cd3cd28",1,0,0,0,0,0,0,0,0,33.4,4.45,17.2,30,28.6,28.9,55.7,429,27.9,37.5,12.5
"387","cd3cd28",1,0,0,0,0,0,0,0,0,31.9,16,7.77,24.1,85.8,5.73,7.04,292,10.6,30.2,12.1
"388","cd3cd28",1,0,0,0,0,0,0,0,0,73.7,25.3,15.4,120,12.6,4.78,18.8,445,4.74,15.3,114
"389","cd3cd28",1,0,0,0,0,0,0,0,0,55.2,55.7,9.56,514,53.8,7.99,15.3,685,14.3,26.7,11.5
"390","cd3cd28",1,0,0,0,0,0,0,0,0,37.5,21.9,7.37,23.3,57.8,8.9,14.3,375,18.4,46.1,35.2
"391","cd3cd28",1,0,0,0,0,0,0,0,0,25,16.5,9.31,19.5,3.52,106,172,1715,11.3,22.7,16.7
"392","cd3cd28",1,0,0,0,0,0,0,0,0,70.4,33.1,8.2,500,93.1,47.8,88.2,1055,2.53,12.1,87.4
"393","cd3cd28",1,0,0,0,0,0,0,0,0,31.1,20.2,23.9,400,110,9.14,13.2,567,31.3,80.6,106
"394","cd3cd28",1,0,0,0,0,0,0,0,0,47.4,14.1,9.31,20.4,26.2,6.26,8.28,385,14.3,25.3,14.9
"395","cd3cd28",1,0,0,0,0,0,0,0,0,86.6,49.1,17.9,4.91,15.3,10.8,17,284,21.3,37.2,11.2
"396","cd3cd28",1,0,0,0,0,0,0,0,0,120,45.3,18.6,113,25.5,16.5,38.2,1114,16,31.3,6.55
"397","cd3cd28",1,0,0,0,0,0,0,0,0,51.4,37.9,20,19.3,25.7,10.5,44.5,764,17.5,36.8,14.3
"398","cd3cd28",1,0,0,0,0,0,0,0,0,27.6,26.2,18.3,64.9,44.1,21.5,30.8,1155,18.1,31.1,8.98
"399","cd3cd28",1,0,0,0,0,0,0,0,0,42.2,16.8,16.5,163,8.74,12.7,30.5,441,9.91,17.6,17.6
"400","cd3cd28",1,0,0,0,0,0,0,0,0,32.2,28.4,39.6,25.5,11.5,14.7,24.6,319,24.6,44.1,19.8
"401","cd3cd28",1,0,0,0,0,0,0,0,0,38.2,24.1,28.1,22.1,30,25.5,47.8,1186,25.3,53.8,39.2
"402","cd3cd28",1,0,0,0,0,0,0,0,0,55.7,26.9,28.6,9.47,50,25,43.3,437,3.85,19.6,38.2
"403","cd3cd28",1,0,0,0,0,0,0,0,0,47.4,25.5,15.5,35.5,3.65,14.9,18.4,737,4.87,15.4,76.4
"404","cd3cd28",1,0,0,0,0,0,0,0,0,40.7,17.2,15.1,15.5,3.62,11.7,21.1,514,24.4,50,119
"405","cd3cd28",1,0,0,0,0,0,0,0,0,10.6,14.1,28.4,17.9,12.4,17.6,25.7,365,4.57,12.5,40.3
"406","cd3cd28",1,0,0,0,0,0,0,0,0,92.2,30.2,16.7,77,55.7,7.91,26.9,562,2.69,13.3,61.5
"407","cd3cd28",1,0,0,0,0,0,0,0,0,33.4,12.7,21.5,48.3,22.9,22.1,29.7,276,3.46,11.3,24.4
"408","cd3cd28",1,0,0,0,0,0,0,0,0,25.7,7.84,41.4,29.4,25.5,17.6,28.6,331,14.5,27.6,13.8
